Record ID|Description|EqNumber
1444|DOMINION BRIDGE,C80-119-54 Pumping Unit|000000000001058070
1445|LUFKIN,C114-100-64 Pumping Unit|000000000001061335
1446|LUFKIN,C640-256-144 Pumping Unit|000000000001064243
1447|LUFKIN,C640-304-144 Pumping Unit|000000000001064247
1448|LUFKIN,C640-356-144 Pumping Unit|000000000001064256
1449|AMERICAN,C640-356-168 Pumping Unit|000000000001064258
1450|AMERICAN,C640-365-168 Pumping Unit|000000000001064260
1451|DARCO,C912-365-192 Pumping Unit|000000000001064262
1452|AMERICAN,C912-365-144 Pumping Unit|000000000001064263
1453|LUFKIN,MKII,M1280-365-168 Pumping Unit|000000000001064265
1454|LUFKIN,MKII,M320-256-120 Pumping Unit|000000000001064269
1455|LUFKIN,MKII,M640-256-144 Pumping Unit|000000000001064272
1456|LUFKIN,MKII,M640-305-168 Pumping Unit|000000000001064273
1457|LUFKIN,MKII,M912-305-192 Pumping Unit|000000000001064274
1458|LUFKIN,C640-305-120 Pumping Unit|000000000001064660
1459|CHURCHILL,C228-213-86 Pumping Unit|000000000001064786
1460|CHURCHILL,C320-256-100 Pumping Unit|000000000001064787
1461|LUFKIN,B57-76-54 Pumping Unit|000000000001064788
1462|LUFKIN,MKII,M456-256-144 Pumping Unit|000000000001064790
1463|NATIONAL,C57-110-42 Pumping Unit|000000000001064990
1464|NATIONAL OILWELL,C80-119-54 Pumping Unit|000000000001064991
1465|AMERICAN,C80-76-74 Pumping Unit|000000000001064992
1466|BAKER TORQMASTER,C228-213-120 Pumping Unit|000000000001065087
1467|BETHLEHEM,C912-365-168 Pumping Unit|000000000001065088
1468|NATIONAL,C114-119-72 Pumping Unit|000000000001065089
1469|CHURCHILL,B114-119-100 Pumping Unit|000000000001065090
1470|BETHLEHEM,C228-207-64 Pumping Unit|000000000001065565
1471|BETHLEHEM,C57-112-42 Pumping Unit|000000000001065566
1472|EMSCO,C80-128-32 Pumping Unit|000000000001065569
1473|EMSCO,B58-85-44 Pumping Unit|000000000001065572
1474|LACY,AIR BALANCE,A160-200-74 PUNIT air balanced|000000000001065579
1475|LACY,AIR BALANCE,A320-270-86 PUNIT air balanced|000000000001065581
1476|LUFKIN,AIR BALANCE,A228-250-74 PUNIT air balanced|000000000001065584
1477|LUFKIN,AIR BALANCE,A456-365-120 PUNIT air balanced|000000000001065585
1478|LUFKIN,B40-127-32 Pumping Unit|000000000001065587
1479|LUFKIN,C114-143-84 Pumping Unit|000000000001065588
1480|LUFKIN,C114-143-86 Pumping Unit|000000000001065589
1481|LUFKIN,C114-148-64 Pumping Unit|000000000001065590
1482|LUFKIN,C114-160-54 Pumping Unit|000000000001065591
1483|LUFKIN,C114-169-54 Pumping Unit|000000000001065592
1484|LUFKIN,C114-170-48 Pumping Unit|000000000001065593
1485|LUFKIN,C114-116-64 Pumping Unit|000000000001065594
1486|LUFKIN,C160-188-64 Pumping Unit|000000000001065595
1487|LUFKIN,C228-200-84 Pumping Unit|000000000001065596
1488|LUFKIN,C228-230-64 Pumping Unit|000000000001065597
1489|LUFKIN,C228-246-74 Pumping Unit|000000000001065598
1490|LUFKIN,C228-250-74 Pumping Unit|000000000001065599
1491|LUFKIN,C25-80-24 Pumping Unit|000000000001065601
1492|LUFKIN,C280-250-74 Pumping Unit|000000000001065603
1493|LUFKIN,C320-108-25 Pumping Unit|000000000001065605
1494|LUFKIN,C320-270-84 Pumping Unit|000000000001065621
1495|LUFKIN,C324-250-84 Pumping Unit|000000000001065623
1496|LUFKIN,C456-300-108 Pumping Unit|000000000001065638
1497|LUFKIN,C57-42-36 Pumping Unit|000000000001065639
1498|LUFKIN,C57-87-34 Pumping Unit|000000000001065641
1499|LUFKIN,C80-116-42 Pumping Unit|000000000001065643
1500|LUFKIN,C80-120-42 Pumping Unit|000000000001065646
1501|NATIONAL OILWELL,C114-130-48 Pumping Unit|000000000001065648
1502|NATIONAL,C80-130-48 Pumping Unit|000000000001065650
1503|OILWELL,C114-122-42 Pumping Unit|000000000001065652
1504|OILWELL,C228-250-74 Pumping Unit|000000000001065654
1505|OILWELL,C320-213-120 Pumping Unit|000000000001065655
1506|OILWELL,C40-89-36 Pumping Unit|000000000001065656
1507|OILWELL,C57-130-46 Pumping Unit|000000000001065657
1508|PARKERSBURG,A640-365-120 PUNIT air balanced|000000000001065658
1509|PARKERSBURG,C160-210-74 Pumping Unit|000000000001065660
1510|PARKERSBURG,C40-100-34 Pumping Unit|000000000001065661
1511|PARKERSBURG,C98-152-54 Pumping Unit|000000000001065663
1512|LUFKIN,A456-320-100,(OLD A456-100-32S) PUNIT air balanced|000000000001067210
1513|LUFKIN,A640-320-100,(OLD A640-100-32S) PUNIT air balanced|000000000001067215
1514|EMSCO,C114-143-54 Pumping Unit|000000000001067455
1515|LACY,AIR BALANCE,A228-232-74 PUNIT air balanced|000000000001067456
1516|LACY,AIR BALANCE,A228-230-86 PUNIT air balanced|000000000001067457
1517|LACY,AIR BALANCE,A228-230-74 PUNIT air balanced|000000000001067458
1518|LUFKIN,AIR BALANCE,A456-256-100 PUNIT air balanced|000000000001067470
1519|LUFKIN,C640-304-120 Pumping Unit|000000000001067471
1520|LACY,AIR BALANCE,A320-270-100 PUNIT air balanced|000000000001069341
1521|LUFKIN,AIR BALANCE,A1280-420-192 PUNIT air balanced|000000000001069342
1522|LUFKIN,AIR BALANCE,A1280-470-240 PUNIT air balanced|000000000001069343
1523|LUFKIN,C456-298-100 Pumping Unit|000000000001069351
1524|LUFKIN,C640-300-108 Pumping Unit|000000000001069352
1525|LUFKIN,C912-427-144 Pumping Unit|000000000001069353
1526|LUFKIN,AIR BALANCE,A640-335-168 PUNIT air balanced|000000000001069356
1527|AMERICAN,B80-119-64 Pumping Unit|000000000001069388
1528|BETHLEHEM,B25-50-28 Pumping Unit|000000000001069389
1529|BETHLEHEML,B25-50-30 Pumping Unit|000000000001069390
1530|CABOT,B40-60-32 Pumping Unit|000000000001069391
1531|EMSCO,B40-87-22 Pumping Unit|000000000001069392
1532|JENSEN,B40-76-42 Pumping Unit|000000000001069394
1533|LUFKIN,B16-50-30 Pumping Unit|000000000001069395
1534|LUFKIN,B25-75-28 Pumping Unit|000000000001069398
1535|LUFKIN,B40-76-48 Pumping Unit|000000000001069399
1536|NATIONAL,B57-90-36 Pumping Unit|000000000001069400
1537|OILWELL PUMPING,B25-51-28 Pumping Unit|000000000001069403
1538|OILWELL PUMPING,B25-67-36 Pumping Unit|000000000001069404
1539|OILWELL PUMPING,B40-80-24 Pumping Unit|000000000001069405
1540|OILWELL PUMPING,B40-89-36 Pumping Unit|000000000001069406
1541|AMERICAN,C228-165-100 Pumping Unit|000000000001069407
1542|BETHLEHEM,C160-143-100 Pumping Unit|000000000001069410
1543|BETHLEHEM,C40-60-34 Pumping Unit|000000000001069411
1544|CHURCHILL,C228-119-86 Pumping Unit|000000000001069418
1545|BAKER(CMI)TORQMASTER,C114-135-70 Pumping Unit|000000000001069419
1546|JENSEN,C40-156-48 Pumping Unit|000000000001069420
1547|JENSEN,C40-70-48 Pumping Unit|000000000001069421
1548|JENSEN,C40-76-48 Pumping Unit|000000000001069422
1549|LUFKIN,C160-200-100 Pumping Unit|000000000001069425
1550|NATIONAL,C114-173-64 Pumping Unit|000000000001069426
1551|NATIONAL,C16-76-24 Pumping Unit|000000000001069427
1552|OILWELL,C228-246-86 Pumping Unit|000000000001069428
1553|LUFKIN,MKII,M1280-427-216 Pumping Unit|000000000001072960
1554|LUFKIN,C456-365-100 Pumping Unit|000000000001078065
1555|LUFKIN,MKII,M456-304-144 Pumping Unit|000000000001078068
1556|LUFKIN,MKII,M456-365-144 Pumping Unit|000000000001078069
1557|LUFKIN,MKII,M640-304-144 Pumping Unit|000000000001078070
1558|EMSCO,B40-83-30 Pumping Unit|000000000001081805
1559|LUFKIN,B25-50-28 Pumping Unit|000000000001081946
1560|JENSEN,B40-76-48 Pumping Unit|000000000001082203
1561|LUFKIN,C114-173-54 Pumping Unit|000000000001083112
1562|LUFKIN,C320-213-100 Pumping Unit|000000000001083122
1563|AMERICAN,C114-119-68 Pumping Unit|000000000001083516
1564|COOK PUMP COMPANY,C80-119-54 Pumping Unit|000000000001085092
1565|AMERICAN,C40-89-36 Pumping Unit|000000000001085418
1566|LUFKIN,C228-143-100 Pumping Unit|000000000001085636
1567|BETHLEHEM,B57-100-42 Pumping Unit|000000000001103663
1568|LUFKIN,B25-60-24 Pumping Unit|000000000001103664
1569|AMERICAN,B57-76-54 Pumping Unit|000000000001103734
1570|CHURCHILL,B40-89-36 Pumping Unit|000000000001103735
1571|LUFKIN,B16-53-30 Pumping Unit|000000000001103736
1572|LUFKIN,B40-34-13 Pumping Unit|000000000001103737
1573|AMERICAN,B40-76-48 Pumping Unit|000000000001111075
1574|AMERICAN,B57-109-42 Pumping Unit|000000000001111076
1575|AMERICAN,C114-116-42 Pumping Unit|000000000001111077
1576|AMERICAN,C114-135-54 Pumping Unit|000000000001111078
1577|AMERICAN,C114-140-48 Pumping Unit|000000000001111088
1578|AMERICAN,C114-156-54 Pumping Unit|000000000001111089
1579|AMERICAN,C228-119-120 Pumping Unit|000000000001111090
1580|AMERICAN,C228-143-100 Pumping Unit|000000000001111091
1581|AMERICAN,C228-185-144 Pumping Unit|000000000001111092
1582|AMERICAN,C80-110-64 Pumping Unit|000000000001111095
1583|AMERICAN,MKII,M320-246-74 Pumping Unit|000000000001111100
1584|AMERICAN,R228-119-144 Pumping Unit|000000000001111126
1585|AMERICAN,R228-143-120 Pumping Unit|000000000001111127
1586|AMPSCOT,C228-143-120 Pumping Unit|000000000001111129
1587|AMPSCOT,C320-213-144 Pumping Unit|000000000001111130
1588|AMPSCOT EQUIPMENT LTD,R114-173-86 Pumping Unit|000000000001111131
1589|BETHLEHEM,C228-173-74 Pumping Unit|000000000001111132
1590|CHURCHILL,B114-119-86 Pumping Unit|000000000001111137
1591|CHURCHILL,C160-119-144 Pumping Unit|000000000001111140
1592|CHURCHILL,C160-173-100 Pumping Unit|000000000001111141
1593|CHURCHILL,C228-173-144 Pumping Unit|000000000001111152
1594|CHURCHILL,C228-185-144 Pumping Unit|000000000001111153
1595|CHURCHILL,C80-76-54 Pumping Unit|000000000001111154
1596|CITROEN-MESSIAN,C114-143-64 Pumping Unit|000000000001111155
1597|CMI,C320-256-120 Pumping Unit|000000000001111156
1598|CONTINENTAL,C57-109-48 Pumping Unit|000000000001111157
1599|COOK PUMP COMPANY,C80-119-64 Pumping Unit|000000000001111158
1600|DARCO,C160-173-86 Pumping Unit|000000000001111160
1601|DARCO,C228-119-144 Pumping Unit|000000000001111161
1602|DARCO,R228-213-120 Pumping Unit|000000000001111163
1603|EMSCO,C80-76-64 Pumping Unit|000000000001111171
1604|EMSCO,LP114-116-64 Pumping Unit|000000000001111189
1605|GRIFFIN LEGRAND,C114-173-86 Pumping Unit|000000000001111194
1606|GRIFFIN LEGRAND,C57-76-54 Pumping Unit|000000000001111197
1607|LANZHOU PETRO & CHEMICAL M,C228-185-144 Pumping Unit|000000000001111199
1608|LUFKIN,C114-119-74 Pumping Unit|000000000001111200
1609|LUFKIN,C114-200-64 Pumping Unit|000000000001111205
1610|LUFKIN,C114-95-86 Pumping Unit|000000000001111408
1611|LUFKIN,C160-150-100 Pumping Unit|000000000001111409
1612|LUFKIN,C160-170-64 Pumping Unit|000000000001111410
1613|LUFKIN,C160-170-74 Pumping Unit|000000000001111411
1614|LUFKIN,C160-250-120 Pumping Unit|000000000001111412
1615|LUFKIN,C228-143-64 Pumping Unit|000000000001111413
1616|LUFKIN,C228-165-86 Pumping Unit|000000000001111414
1617|LUFKIN,C228-200-100 Pumping Unit|000000000001111415
1618|LUFKIN,C320-173-120 Pumping Unit|000000000001111416
1619|LUFKIN,C40-76-54 Pumping Unit|000000000001111417
1620|LUFKIN,C40-89-34 Pumping Unit|000000000001111419
1621|LUFKIN,C40-89-54 Pumping Unit|000000000001111420
1622|LUFKIN,C57-100-54 Pumping Unit|000000000001111421
1623|LUFKIN,C57-109-42 Pumping Unit|000000000001111422
1624|LUFKIN,C57-76-48 Pumping Unit|000000000001111423
1625|LUFKIN,C57-86-64 Pumping Unit|000000000001111424
1626|LUFKIN,LP912-305-168 Pumping Unit|000000000001111425
1627|LUFKIN,M114-119-86 Pumping Unit|000000000001111426
1628|LUFKIN,M160-185-120 Pumping Unit|000000000001111427
1629|LUFKIN,M160-246-86 Pumping Unit|000000000001111428
1630|LUFKIN,R160-119-100 Pumping Unit|000000000001111429
1631|LUFKIN,R228-119-144 Pumping Unit|000000000001111431
1632|LUFKIN,R228-144-120 Pumping Unit|000000000001111432
1633|NATIONAL,B16-50-30 Pumping Unit|000000000001111435
1634|NATIONAL,C114-119-86 Pumping Unit|000000000001111436
1635|NATIONAL,C114-135-54 Pumping Unit|000000000001111449
1636|NATIONAL,C114-143-86 Pumping Unit|000000000001111451
1637|NATIONAL,C114-173-74 Pumping Unit|000000000001111463
1638|NATIONAL,C80-109-42 Pumping Unit|000000000001111479
1639|NATIONAL,C80-109-48 Pumping Unit|000000000001111489
1640|NATIONAL,C80-133-48 Pumping Unit|000000000001111490
1641|NATIONAL,C228-119-144 Pumping Unit|000000000001111491
1642|NATIONAL OILWELL,C160-173-86 Pumping Unit|000000000001111493
1643|NATIONAL OILWELL,C228-143-120 Pumping Unit|000000000001111494
1644|NATIONAL OILWELL,C228-173-100 Pumping Unit|000000000001111495
1645|NATIONAL OILWELL,C40-76-42 Pumping Unit|000000000001111496
1646|NATIONAL OILWELL,C80-109-48 Pumping Unit|000000000001111497
1647|OILWELL,C114-119-72 Pumping Unit|000000000001111498
1648|OILWELL,C57-76-48 Pumping Unit|000000000001111500
1649|RIGMASTER,C114-119-86 Pumping Unit|000000000001111501
1650|SALZGITTER MANNESMANN INTER,C320-256-120 Pumping Unit|000000000001111502
1651|TRICO,C320-305-100 Pumping Unit|000000000001111503
1652|WEATHERFORD,C114-143-86 Pumping Unit|000000000001111504
1653|WEATHERFORD,C114-173-86 Pumping Unit|000000000001111506
1654|WEATHERFORD,C160-173-100 Pumping Unit|000000000001111508
1655|WEATHERFORD,C228-213-120 Pumping Unit|000000000001111509
1656|WEATHERFORD,C25-56-36 Pumping Unit|000000000001111510
1657|WEATHERFORD,C25-67-36 Pumping Unit|000000000001111511
1658|WEATHERFORD,C80-119-64 Pumping Unit|000000000001111512
1659|WEATHERFORD,C228-213-100 Pumping Unit|000000000001111539
1660|COOK PUMP COMPANY,C80-95-64 Pumping Unit|000000000001111541
1661|COOK PUMP COMPANY,C57-95-54 Pumping Unit|000000000001111542
1662|COOK PUMP COMPANY,C57-95-42 Pumping Unit|000000000001111543
1663|LUFKIN,C114-140-54 Pumping Unit|000000000001111545
1664|OILWELL,C160-173-86 Pumping Unit|000000000001111546
1665|AMERICAN,C114-133-48 Pumping Unit|000000000001111547
1666|LUFKIN,C456-253-168 Pumping Unit|000000000001111550
1667|CABOT,B40-89-42 Pumping Unit|000000000001111688
1668|LUFKIN,B80-32-34 Pumping Unit|000000000001112323
1669|BETHLEHEM,C228-143-120 Pumping Unit|000000000001112672
1670|BETHLEHEM,C25-60-28 Pumping Unit|000000000001112731
1671|LUFKIN,M160-173-74 Pumping Unit|000000000001113034
1672|OILWELL PUMPING,B57-105-42 Pumping Unit|000000000001113036
1673|NATIONAL,B25-53-30 Pumping Unit|000000000001113037
1674|LUFKIN,B25-53-30 Pumping Unit|000000000001113038
1675|LACY,AIR BALANCE,A640-350-144 PUNIT air balanced|000000000001113039
1676|LUFKIN,C456-365-120 Pumping Unit|000000000001113109
1677|BETHLEHEM,C57-109-42 Pumping Unit|000000000001113110
1678|BETHLEHEM,C160-200-74 Pumping Unit|000000000001113111
1679|OILWELL,C228-213-86 Pumping Unit|000000000001113112
1680|AMPSCOT,C228-213-86 Pumping Unit|000000000001113113
1681|NATIONAL,C40-62-54 Pumping Unit|000000000001113305
1682|OILWELL PUMPING,B40-76-42 Pumping Unit|000000000001113306
1683|OILWELL,C80-76-54 Pumping Unit|000000000001113310
1684|LUFKIN,MKII,M640-365-144 Pumping Unit|000000000001113372
1685|BETHLEHEM,C320-256-120 Pumping Unit|000000000001113416
1686|NATIONAL OILWELL,C114-119-100 Pumping Unit|000000000001113417
1687|DARCO,C114-173-64 Pumping Unit|000000000001113418
1688|DARCO,C912-365-168 Pumping Unit|000000000001113419
1689|LACY,AIR BALANCE,A228-246-86 PUNIT air balanced|000000000001113489
1690|WEATHERFORD,C40-89-42 Pumping Unit|000000000001113577
1691|CABOT,C160-200-64 Pumping Unit|000000000001113868
1692|LUFKIN,C912-365-192 Pumping Unit|000000000001114258
1693|EMSCO,C57-95-48 Pumping Unit|000000000001114279
1694|LSI,C114-143-64 Pumping Unit|000000000001114286
1695|PACIFIC PUMPS DI,C24-30-36 Pumping Unit|000000000001114287
1696|RANGER,C80-143-74 Pumping Unit|000000000001114288
1697|SALZGITTER MANNESMANN,C320-305-120 Pumping Unit|000000000001114289
1698|COOK PUMP COMPANY,C114-173-64 Pumping Unit|000000000001114343
1699|BETHLEHEM,C160-212-86 Pumping Unit|000000000001115352
1700|OILWELL,C25-60-28 Pumping Unit|000000000001116022
1701|LUFKIN,C57-62-54 Pumping Unit|000000000001116380
1702|AMERICAN,C114-119-69 Pumping Unit|000000000001116456
1703|AMERICAN,B40-76-42 Pumping Unit|000000000001116480
1704|LUFKIN,C320-212-86 Pumping Unit|000000000001116485
1705|NATIONAL,B57-95-48 Pumping Unit|000000000001116488
1706|LUFKIN.C160-189-54 Pumping Unit|000000000001116495
1707|NATIONAL,C57-109-42 Pumping Unit|000000000001116497
1708|SENTRY,B57-109-54 Pumping Unit|000000000001116607
1709|LUFKIN,B57-109-48 Pumping Unit|000000000001116611
1710|CHURCHILL,C57-119-54 Pumping Unit|000000000001116613
1711|BETHLEHEM,C40-89-42 Pumping Unit|000000000001116614
1712|NATIONAL,B114-169-54 Pumping Unit|000000000001116708
1713|PARKERSBURG,C57-95-48 Pumping Unit|000000000001117624
1714|GRIFFIN LEGRAND,C456-305-168 Pumping Unit|000000000001117662
1715|BETHLEHEM STEEL,C57-110-42 Pumping Unit|000000000001117876
1716|OILWELL PUMPING,B25-51-36 Pumping Unit|000000000001117889
1717|LUFKIN,B25-29-17 Pumping Unit|000000000001117910
1718|WEATHERFORD,C57-109-48 Pumping Unit|000000000001118515
1719|WEATHERFORD,C57-76-54 Pumping Unit|000000000001118516
1720|GRIFFIN LEGRAND,C114-119-64 Pumping Unit|000000000001118549
1721|LUFKIN,C320-143-120 Pumping Unit|000000000001118758
1722|OILWELL PUMPING,B22-48-20 Pumping Unit|000000000001119377
1723|LUFKIN,C20-60-24 (TC-77-3) Pumping Unit|000000000001119426
1724|WHITCO,B40-76-48 Pumping Unit|000000000001119633
1725|WHITCO,B16-56-30 Pumping Unit|000000000001119810
1726|WHITCO,B25-67-36 Pumping Unit|000000000001119811
1727|WHITCO,B57-89-54 Pumping Unit|000000000001119812
1728|PARKERSBURG,B57-76-54 Pumping Unit|000000000001119858
1729|BRAD FOOTE,C80-95-48 Pumping Unit|000000000001120305
1730|CMI,C160-173-86 Pumping Unit|000000000001123967
1731|OILWELL,C82-92-24 Pumping Unit|000000000001125653
1732|LUFKIN,C114-98-54,TC-44-15A Pumping Unit|000000000001129487
1733|LUFKIN,C160-144-54 Pumping Unit|000000000001129490
1734|Weatherford,LS1100-500-306 PUNIT Long Stroke|000000000001129708
1735|Weatherford,LS900-360-288 PUNIT Long Stroke|000000000001129709
1736|BETHLEHEM,C640-304-144 Pumping Unit|000000000001131312
1737|Bethlehem Steel,B57-76-54 Pumping Unit|000000000001134464
1738|LSI,C114-119-86 Pumping Unit|000000000001134693
1739|Weatherford,LS900-320-288 PUNIT Long Stroke|000000000001137881
1740|Weatherford,LS320-250-288 PUNIT Long Stroke|000000000001137967
1741|AMPSCOT,C228-213-120 Pumping Unit|000000000001137993
1742|AMPSCOT,C912-365-168 Pumping Unit|000000000001137994
1743|CHURCHILL,B25-67-36 Pumping Unit|000000000001137995
1744|LUFKIN,B57-109-42 Pumping Unit|000000000001138013
1745|LUFKIN,C1824-365-216 Pumping Unit|000000000001138017
1746|LUFKIN,C57-63-48 Pumping Unit|000000000001140342
1747|NATIONAL,C114-119-74 Pumping Unit|000000000001140519
1748|LUFKIN,C1824-427-192 Pumping Unit|000000000001140523
1749|WEATHERFORD,C228-213-86 Pumping Unit|000000000001140678
1750|WEATHERFORD,C114-119-100 Pumping Unit|000000000001140747
1751|WEATHERFORD,C320-256-144 Pumping Unit|000000000001143997
1752|WEATHERFORD,C456-253-144 Pumping Unit|000000000001144061
1753|LUFKIN,AIR BALANCE,A912D-335-168 PUNIT air balanced|000000000001146824
1754|LUFKIN,C114-148-48 Pumping Unit|000000000001152988
1755|LUFKIN,C57-112-12 Pumping Unit|000000000001152989
1756|AMERICAN,C160-144-120 Pumping Unit|000000000001152990
1757|EMSCO,B40-76-42 Pumping Unit|000000000001152991
1758|WEATHERFORD,C456-305-144 Pumping Unit|000000000001156342
1759|WEATHERFORD,C640-365-168 Pumping Unit|000000000001158395
1760|AMERICAN,C114-119-64 Pumping Unit|000000000001158526
1761|PARKERSBURG,C25-70-28 Pumping Unit|000000000001159545
1762|WEATHERFORD,C320-305-120 Pumping Unit|000000000001160017
1763|WEATHERFORD,C456-305-168 Pumping Unit|000000000001160018
1764|CHURCHILL,C456-365-120 Pumping Unit|000000000001161366
1765|OILWELL,C228-173-100 Pumping Unit|000000000001161668
1766|WEATHERFORD,C912-365-168 Pumping Unit|000000000001162866
1767|SCHULE,C114-143-64 Pumping Unit|000000000001163877
1768|WEATHERFORD,C320-213-144 Pumping Unit|000000000001164616
1769|WEATHERFORD,C80-119-74 Pumping Unit|000000000001165257
1770|LUFKIN,C114-143-54 Pumping Unit|000000000001165579
1771|OILWELL PUMPING,B25-40-36 Pumping Unit|000000000001165582
1772|LUFKIN,AIR BALANCE,A640-310-144 PUNIT air balanced|000000000001165831
1773|WEATHERFORD,C160-173-86 Pumping Unit|000000000001169861
1774|LUFKIN,C228-180-100 Pumping Unit|000000000001171296
1775|WEATHERFORD,C912-365-192 Pumping Unit|000000000001172277
1776|BETHLEHEM,C160-173-64 Pumping Unit|000000000001173792
1777|LUFKIN,C320-246-120 Pumping Unit|000000000001176206
1778|LUFKIN,C228-143-86 Pumping Unit|000000000001176564
1779|WEATHERFORD,C912-427-192 Pumping Unit|000000000001185140
1780|PCP,KUDU, Model VH100-11.6T Pumping Unit|000000000001189083
1781|PCP,KUDU, Model VH100-13.7T Pumping Unit|000000000001189168
1782|WEATHERFORD,C1824-427-216 Pumping Unit|000000000001191852
1783|NATIONAL,C25-60-24 Pumping Unit|000000000001207259
1784|OILWELL,C160-173-100 Pumping Unit|000000000001207288
1785|OILWELL,C25-60-36 Pumping Unit|000000000001207356
1786|OILWELL,C40-95-30 Pumping Unit|000000000001207407
1787|WEATHERFORD,C1280-427-216 Pumping Unit|000000000001207972
1788|WEATHERFORD,C320-305-100 Pumping Unit|000000000001210328
1789|LUFKIN,C114-135-64 Pumping Unit|000000000001218869
1790|LUFKIN,C640-253-144 Pumping Unit|000000000001220180
1791|AMERICAN,C228-143-122 Pumping Unit|000000000001220181
1792|WEATHERFORD,C320-256-120 Pumping Unit|000000000001220182
1793|LUFKIN,C160-181-86 Pumping Unit|000000000001220185
1794|LUFKIN,C114-140-80 Pumping Unit|000000000001220297
1795|LUFKIN,C160-170-80 Pumping Unit|000000000001220298
1796|LUFKIN,C25-28-7.5 Pumping Unit|000000000001220500
1797|Churchill, C50-89-54 Pumping Unit|000000000001220501
1798|OILWELL PUMPING,B25-28-7.5 Pumping Unit|000000000001220509
1799|EMSCO,C114-173-74 Pumping Unit|000000000001220633
1800|OILWELL PUMPING,B25-75-28 Pumping Unit|000000000001220821
1801|LUFKIN,C320-213-74 Pumping Unit|000000000001220832
1802|AMERICAN,C160-76-74 Pumping Unit|000000000001222436
1803|WEATHERFORD,C912-427-168 Pumping Unit|000000000001222509
1804|AMPSCOT,C456-305-144 Pumping Unit|000000000001227744
1805|LUFKIN,MKII,M320-253-144 Pumping Unit|000000000001228004
1806|AMERICAN,C114-21-54 Pumping Unit|000000000001229925
1807|AMERICAN,C114-76-54 Pumping Unit|000000000001229928
1808|LUFKIN,C114-119-48 Pumping Unit|000000000001229929
1809|WEATHERFORD,C114-143-74 Pumping Unit|000000000001232436
1810|WEATHERFORD MAXIMIZER I,C1824-427-216 Pumping Unit|000000000001233768
1811|WEATHERFORD MAXIMIZER II, R1280-427-216 Pumping Unit|000000000001233769
1812|WEATHERFORD,C640-304-144 Pumping Unit|000000000001234591
1813|WEATHERFORD,C640-305-144 Pumping Unit|000000000001236296
1814|VALVE, CONTROL, MASONEILAN 6" Valve, Control|000000000001219624
1815|VESSEL,FWKO,8'X25' Vessel Free Water Knock-Out|000000000001035703
1816|VESSEL,HEATER TREATER Vessel Heater Treater|000000000001035704
1817|VESSEL,SOFTENER Vessel  Softener|000000000001035709
1818|VESSEL,FLASH Vessel Flash|000000000001062661
1819|VESSEL,BULLET Vessel Bullet|000000000001062662
1820|VESSEL,FRACT Vessel Fractionator|000000000001062663
1821|VESSEL,SURGE Vessel Surge|000000000001062664
1822|VESSEL,ACCUM Vessel Accumulator|000000000001062665
1823|VESSEL,CONTACTOR Vessel Contactor|000000000001062667
1824|VESSEL,ISF Vessel Induced Stat Flotation|000000000001062670
1825|VESSEL,FWKO,8'X20' Vessel Free Water Knock-Out|000000000001103726
1826|VESSEL,FWKO,8'X15' Vessel Free Water Knock-Out|000000000001103727
1827|VESSEL,FWKO,8'X10' Vessel Free Water Knock-Out|000000000001103728
1828|VESSEL,FWKO,6'X20' Vessel Free Water Knock-Out|000000000001103729
1829|VESSEL,FWKO,6'X15' Vessel Free Water Knock-Out|000000000001103730
1830|VESSEL,FWKO,4'X15' Vessel Free Water Knock-Out|000000000001103731
1831|VESSEL,FWKO,4'X10' Vessel Free Water Knock-Out|000000000001103732
1832|VESSEL,FWKO,6'X10' Vessel Free Water Knock-Out|000000000001103733
1833|Horizontal Treater,6 ft x 20 ft Vessel Heater Treater|000000000001104113
1834|Horizontal Treater,6 ft x 15 ft Vessel Heater Treater|000000000001104114
1835|LAKOS Desander, EPP-0256-L-150 SEPERATOR Vessel  Separator|000000000001118613
1836|CE NATCO,F21.5X43.5-1635-2P, SEPARATOR Vessel  Separator|000000000001118742
1837|CE NATCO,F38-1635-2P, SEPARATOR Vessel  Separator|000000000001118743
1838|VESSEL,FWKO,10'X40' Vessel Free Water Knock-Out|000000000001134788
1839|VESSEL,FWKO,3'X10' Vessel Free Water Knock-Out|000000000001135834
1840|VESSEL,FWKO,10'X50' Vessel Free Water Knock-Out|000000000001140956
1841|VESSEL,GENERIC FWKO Vessel Free Water Knock-Out|000000000001140957
1842|VSL,GENERIC,HZ, 1440 PSI,2 PH,SEPARATOR Vessel  Separator|000000000001140967
1843|VSL,GENERIC,HZ, 125 PSI,2 PH,SEPARATOR Vessel  Separator|000000000001140968
1844|VSL,GENERIC,VERT,1440 PSI,2 PH,SEPARATOR Vessel  Separator|000000000001140969
1845|VSL,GENERIC,HZ,1000 PSI,2 PH,SEPARATOR Vessel  Separator|000000000001140971
1846|VSL,GENERIC,HZ,1100 PSI,2 PH,SEPARATOR Vessel  Separator|000000000001140972
1847|VSL,GENERIC,HZ,1422 PSI,2 PH,SEPARATOR Vessel  Separator|000000000001140973
1848|VSL,GENERIC,VERT,500 PSI,2 PH,SEPARATOR Vessel  Separator|000000000001140974
1849|VSL,GENERIC,VERT,1000 PSI,2 PH,SEPARATOR Vessel  Separator|000000000001140975
