Record ID|Description|EqNumber
688|MOTOR,HYUNDAI,60 HP,1800 RPM Electric Motors|000000000001177248
689|MOTOR,Siemens Motors,2000 HP,1800 RPM Electric Motors|000000000001177832
690|MOTOR,BALDOR,200 HP,1200 RPM Electric Motors|000000000001178246
691|MOTOR,TECO-WESTINGHOUSE,150 HP,1800 RPM Electric Motors|000000000001178751
692|MOTOR,TOSHIBA ELECTRIC,75 HP,3600 RPM Electric Motors|000000000001178778
693|MOTOR,WEG ELECTRIC,75 HP,1200 RPM Electric Motors|000000000001180274
694|MOTOR,SULLAIR,25 HP/3600 RPM Electric Motors|000000000001186284
695|MOTOR,WEG ELECTRIC,150 HP,3600 RPM Electric Motors|000000000001186815
696|MOTOR,TECO-WESTINGHOUSE,400 HP,1200 RPM Electric Motors|000000000001189215
697|MOTOR,BALDOR,300 HP,1800 RPM Electric Motors|000000000001190349
698|MOTOR,WORLDWIDE ELECTRIC,125 HP,1200 RPM Electric Motors|000000000001191779
699|MOTOR,HYUNDAI,50 HP,1200 RPM Electric Motors|000000000001191783
700|MOTOR,HYUNDAI,50 HP,3600 RPM Electric Motors|000000000001193101
701|MOTOR,SARGENT INDUSTRIES,100 HP,1200 RPM Electric Motors|000000000001206666
702|MOTOR,WEG ELECTRIC,60 HP,1800 RPM Electric Motors|000000000001207114
703|MOTOR,OILWELL PUMPING,50 HP,1200 RPM Electric Motors|000000000001207228
704|MOTOR,WEG ELECTRIC,125 HP,1200 RPM Electric Motors|000000000001207462
705|MOTOR,BALDOR,125 HP,3600 RPM Electric Motors|000000000001208010
706|MOTOR,SIEMENS-ALLIS,400 HP,1500 RPM Electric Motors|000000000001208042
707|MOTOR,BALDOR,200 HP,1800 RPM Electric Motors|000000000001208065
708|MOTOR,HYUNDAI,150 HP,1200 RPM Electric Motors|000000000001208523
709|MOTOR,HYUNDAI,100 HP,1200 RPM Electric Motors|000000000001208819
710|MOTOR,HYUNDAI,100 HP,3600 RPM Electric Motors|000000000001209509
711|MOTOR,CROWN TRITON,20 HP,1800 RPM Electric Motors|000000000001211496
712|MOTOR,TECO-WESTINGHOUSE,200 HP,1800 RPM Electric Motors|000000000001217187
713|MOTOR,SIEMENS-ALLIS,450 HP,1800 RPM Electric Motors|000000000001217455
714|MOTOR,TATUNG,100 HP,1200 RPM Electric Motors|000000000001217733
715|MOTOR,WESTINGHOUSE,350 HP,1200 RPM Electric Motors|000000000001220943
716|MOTOR,BALDOR,200 HP,1200 RPM Electric Motors|000000000001222492
717|MOTOR,HYUNDAI,75 HP,1800 RPM,NEMA B Electric Motors|000000000001229951
718|Cutler-Hammer VFD,SVX500,500 HP,NEMA 3R Electrical Variable Frequency|000000000001184793
719|Centrilift VFD,2250-4-GCS-60,NEMA 4 Electrical Variable Frequency|000000000001185396
720|Centrilift VFD,2250-4-ADV-6P,NEMA 4 Electrical Variable Frequency|000000000001185397
721|SCHNEIDER ELECTRIC VFD,NEMA 3R Electrical Variable Frequency|000000000001185403
722|Centrilift VFD,524003928,NEMA 4 Electrical Variable Frequency|000000000001190123
723|Baker Hughs VFD,2250-4-GCS-6P,NEMA 4 Electrical Variable Frequency|000000000001208695
724|EATON VFD,SPX900,250 HP,NEMA Type 1 Electrical Variable Frequency|000000000001209919
725|EATON VFD,SPX900,250 HP,NEMA Type 1 Electrical Variable Frequency|000000000001209920
726|Cutler-Hammer VFD,SV9000,250 HP,NEMA 3R Electrical Variable Frequency|000000000001209921
727|Cutler-Hammer VFD,SV9000,250 HP,NEMA 3R Electrical Variable Frequency|000000000001209922
728|CCW VFD,C2R-100-N3R4-EFV, NEMA 3R-4 Electrical Variable Frequency|000000000001217491
729|CCW VFD,C2R-75-N3R4-EFV, NEMA 3R-4 Electrical Variable Frequency|000000000001217492
730|CCW VFD,C2R-125-N3R4-EFV, NEMA 3R-4 Electrical Variable Frequency|000000000001217493
731|CCW VFD,C2R-150-N3R4-EFV, NEMA 3R-4 Electrical Variable Frequency|000000000001217494
732|CCW VFD,C2R-150-N3R4-EFV, NEMA 3R-4 Electrical Variable Frequency|000000000001217999
733|WEATHERFORD, WPRU3-1501 Electrical Variable Frequency|000000000001218000
734|Toshiba Electric,Model HX7-D481KCB-1,VFD Electrical Variable Frequency|000000000001219601
735|EATON VFD,SPX9000,300 HP,NEMA 3R Electrical Variable Frequency|000000000001219602
736|Centrilift VFD, 4500-4-ADV-6P, NEMA 4 Electrical Variable Frequency|000000000001219995
737|DANFOSS VFD,300 HP Electrical Variable Frequency|000000000001220948
738|TRANSFORMER,POWER:VIRGINIA CRP,12000 KVA Power Transformer|000000000001032716
739|TRANSFORMER,POWER:GE,12000 KVA Power Transformer|000000000001032717
740|TRANSFORMER,POWER:WESTINGHOUSE,5000 KVA Power Transformer|000000000001032729
741|TRANSFORMER,POWER:WESTINGHOUSE,7500 KVA Power Transformer|000000000001032740
742|TRANSFORMER,POWER:MGM XFRM,7500 KVA Power Transformer|000000000001032741
743|TRANSFORMER,PAD MOUNT:ABB,1000 KVA Pad Mount Dist. Transformer|000000000001032957
744|TRANSFORMER,POWER:BALTEAU STD,1500 KVA Power Transformer|000000000001032981
745|TRANSFORMER,POWER:GS HEVI-DUTY,10000 KVA Power Transformer|000000000001032982
746|TRANSFORMER,POLE MOUNT:WESTNGHSE,167 kva Pole Mount Dist. Transformer|000000000001033260
747|TRANSFORMER,POLE MOUNT:WESTNGHSE,100 kva Pole Mount Dist. Transformer|000000000001033262
748|TRANSFORMER,POLE MOUNT:ABB,167 kva Pole Mount Dist. Transformer|000000000001033266
749|TRANSFORMER,POLE MOUNT:COOPER,167 kva Pole Mount Dist. Transformer|000000000001033267
750|TRANSFORMER,POLE MOUNT:MCGRAW ED,167 kva Pole Mount Dist. Transformer|000000000001033268
751|TRANSFORMER,POLE MOUNT:GE,167 kva Pole Mount Dist. Transformer|000000000001033269
752|TRANSFORMER,POLE MOUNT:WESTNGHSE,75 kva Pole Mount Dist. Transformer|000000000001033270
753|TRANSFORMER,POLE MOUNT:WESTNGHSE,50 kva Pole Mount Dist. Transformer|000000000001036376
754|TRANSFORMER,POLE MOUNT:WESTNGHSE,225 kva Pole Mount Dist. Transformer|000000000001036377
755|TRANSFORMER,POLE MOUNT:WESTNGHSE,250 kva Pole Mount Dist. Transformer|000000000001036378
756|TRANSFORMER,POLE MOUNT:ABB,50 kva Pole Mount Dist. Transformer|000000000001036379
757|TRANSFORMER,POLE MOUNT:ABB,100 kva Pole Mount Dist. Transformer|000000000001036380
758|TRANSFORMER,POLE MOUNT:COOPER,100 kva Pole Mount Dist. Transformer|000000000001036381
759|TRANSFORMER,POLE MOUNT:GE,50 kva Pole Mount Dist. Transformer|000000000001036382
760|TRANSFORMER,POLE MOUNT:ALLISON-CHM,50kva Pole Mount Dist. Transformer|000000000001036745
761|TRANSFORMER,POWER:GE,10000 KVA Power Transformer|000000000001040030
762|TRANSFORMER,PAD MOUNT:2100 KVA,3PH Pad Mount Dist. Transformer|000000000001044098
763|TRANSFORMER,POLE MOUNT:DELTA STR,250 kva Pole Mount Dist. Transformer|000000000001047613
764|TRANSFORMER,POLE MOUNT:BB TRANSF,75 kva Pole Mount Dist. Transformer|000000000001047823
765|TRANSFORMER,POLE MOUNT:ELCO IND,50 kva Pole Mount Dist. Transformer|000000000001047824
766|TRANSFORMER,POLE MOUNT:WESTNGHSE,750 KVA Pole Mount Dist. Transformer|000000000001112721
767|TRANSFORMER,POLE MOUNT:WESTNGHSE,5000KVA Pole Mount Dist. Transformer|000000000001112722
768|TRANSFORMER,POLE MOUNT:WESTNGHSE,38KVA Pole Mount Dist. Transformer|000000000001112723
769|TRANSFORMER,POLE MOUNT:WESTNGHSE,350 KVA Pole Mount Dist. Transformer|000000000001112724
770|TRANSFORMER,POLE MOUNT:GE,100 KVA Pole Mount Dist. Transformer|000000000001112765
771|TRANSFORMER,POLE MOUNT:MCGRAW,75 KVA Pole Mount Dist. Transformer|000000000001113690
772|TRANSFORMER,POLE MOUNT:GE,75 KVA Pole Mount Dist. Transformer|000000000001115252
773|TRANSFORMER,POLE MOUNT:MCGRAW-ED,50 KVA Pole Mount Dist. Transformer|000000000001115254
774|TRANSFORMER,POLE MOUNT:ABB,75 KVA Pole Mount Dist. Transformer|000000000001115255
775|TRANSFORMER,PAD MOUNT:COOPER,1500KVA Pad Mount Dist. Transformer|000000000001123593
776|TRANSFORMER,POLE MOUNT:ERMCO,167 KVA Pole Mount Dist. Transformer|000000000001125040
777|TRANSFRMR,PAD MNT:CUTLER-HAMMER,3750 KVA Pad Mount Dist. Transformer|000000000001125042
778|TRANSFORMER,PAD MOUNT:ABB,10,000 KVA Pad Mount Dist. Transformer|000000000001130933
779|TRANSFORMER,POLE MOUNT:ESCO,200KVA Pole Mount Dist. Transformer|000000000001131085
780|TRANSFORMER,PAD MOUNT:ABB,750 KVA Pad Mount Dist. Transformer|000000000001131983
781|TRANSFORMER,PAD MOUNT,150KVA Pad Mount Dist. Transformer|000000000001140776
782|TRANSFORMER,PAD MOUNT:CUTLER-HA,2000 KVA Pad Mount Dist. Transformer|000000000001144997
783|TRANSFORMER,POWER:MGM,500 KVA Pad Mount Dist. Transformer|000000000001152454
784|TRANSFORMER,POLE MOUNT:COOPER,75 kva Pole Mount Dist. Transformer|000000000001165286
785|TRANSFORMER,POLE MOUNT:T&R SUPP,167 KVA Pole Mount Dist. Transformer|000000000001167501
786|TRANSFORMER,POLE MOUNT:COOPER,50 kva Pole Mount Dist. Transformer|000000000001174362
787|TRANSFORMER,POLE MOUNT:MCGRAW,100 KVA Pole Mount Dist. Transformer|000000000001176788
788|TRANSFORMER,POLE MOUNT:GE,25 kva Pole Mount Dist. Transformer|000000000001180753
789|TRANSFORMER,POLE MOUNT:POWER PAR,100 KVA Pole Mount Dist. Transformer|000000000001180755
790|TRANSFORMER,POLE MOUNT:T&R,50 kva Pole Mount Dist. Transformer|000000000001180756
791|TRANSFORMER,POLE MOUNT:JIMCO,50 kva Pole Mount Dist. Transformer|000000000001180804
792|TRANSFRMR,PAD MNT:CUTLER-HAMMER,750 KVA Pad Mount Dist. Transformer|000000000001180869
793|TRANSFORMER,PAD MOUNT:COOPER,500KVA Pad Mount Dist. Transformer|000000000001180870
794|TRANSFORMER,PAD MOUNT:COOPER,1000 KVA Pad Mount Dist. Transformer|000000000001180871
795|TRANSFORMER,PAD MOUNT:COOPER,2000KVA Pad Mount Dist. Transformer|000000000001180872
796|TRANSFORMER,PAD MOUNT:GE,14000 KVA Pad Mount Dist. Transformer|000000000001180873
797|TRANSFORMER,POLE MOUNT:SOUTHWEST,75 kva Pole Mount Dist. Transformer|000000000001180958
798|TRANSFORMER,POLE MOUNT:SOUTHWEST,125 kva Pole Mount Dist. Transformer|000000000001180959
799|TRANSFORMER,POLE MOUNT:PENNSYLVA,100 KVA Pole Mount Dist. Transformer|000000000001184712
800|TRANSFORMER,PAD:SOUTHWEST ELECTR,520 KVA Pad Mount Dist. Transformer|000000000001185398
801|TRANSFORMER,PAD:SOUTHWEST ELECTR,260KVA Pad Mount Dist. Transformer|000000000001185399
802|TRANSFORMER,PAD:AMERICAN ELECT,520 KVA Pad Mount Dist. Transformer|000000000001185400
803|TRANSFORMER,PAD:GE,500 KVA Pad Mount Dist. Transformer|000000000001185401
804|TRANSFORMER,PAD:T&R ELECTRIC,1000 KVA Pad Mount Dist. Transformer|000000000001185402
805|TRANSFORMER,PAD MOUNT:ESCO,350 KVA Pad Mount Dist. Transformer|000000000001186515
806|TRANSFORMER,POLE MOUNT:WESTNGHSE,500 KVA Pole Mount Dist. Transformer|000000000001189880
807|TRANSFORMER,POLE MOUNT:GE,250KVA Pole Mount Dist. Transformer|000000000001191850
808|TRANSFORMER,POLE MOUNT:SOUTHWEST,50 kva Pole Mount Dist. Transformer|000000000001206555
809|TRANSFORMER,POLE MOUNT:ALLISON-CHM,10kva Pole Mount Dist. Transformer|000000000001208186
810|TRANSFORMER,POLE MOUNT:RTS CORP,50 KVA Pole Mount Dist. Transformer|000000000001208825
811|TRANSFORMER,PAD MOUNT:SOLOMON,1000 KVA Pad Mount Dist. Transformer|000000000001209555
812|TRANSFORMER,POLE MOUNT:SOLOMON,5 KVA Pole Mount Dist. Transformer|000000000001209875
813|TRANSFORMER,PAD MOUNT:COOPER,7500 KVA Pad Mount Dist. Transformer|000000000001210009
814|TRANSFORMER,POLE MOUNT:T&R SUPP,100KVA Pole Mount Dist. Transformer|000000000001211113
815|TRANSFORMER,POLE MOUNT:T&R,75 kva Pole Mount Dist. Transformer|000000000001218862
816|TRANSFORMER,PAD MOUNT:EATON,1000 KVA Pad Mount Dist. Transformer|000000000001219606
817|TRANSFORMER,CURRENT ITEC CTO-350 Current Transformer-Instr-CT|000000000001220351
818|TRANSFORMER,POWER:EATON,11250 KVA Power Transformer|000000000001220352
819|TRANSFORMER,METERING ITEC CVTO-350 Current & Potential-Instr-Both|000000000001220356
820|TRANSFORMER,POWER:Virginia 4000KVA Pad Mount Dist. Transformer|000000000001220395
821|TRANSFORMER,GROUNDING:Virginia 4000KVA Pad Mount Dist. Transformer|000000000001220403
822|TRANSFORMER,POLE MOUNT:ARKANSAS,50 kva Pole Mount Dist. Transformer|000000000001220841
823|CONTROLLER,ELECTRICAL PANEL,SIZE 5 Electrical panel|000000000001093544
824|CONTROLLER,ELECTRICAL PANEL,SIZE 1 Electrical panel|000000000001209554
825|CONTROLLER,ELECTRICAL PANEL,SIZE 6 Electrical panel|000000000001211460
826|CONTROLLER,ELECTRICAL PANEL,SIZE 7 Electrical panel|000000000001211461
827|Stewart & Stevenson Model ESH???",FinFan Fin Fan|000000000001229930
828|GOULDS,3796,MTX,4X4-10 Pump Horizontal|000000000001083812
829|HOUTTUIN,216.150/102-100-40 Pump screw|000000000001112726
830|GOULDS,3796,MTX,4X4-13 Pump Horizontal|000000000001114351
831|GASO,3466,2-3.5X4 Pump Reciprocating|000000000001115462
832|GRUNDFOS, CRN64-3-2,MULTI-STAGE,IN-LINE Pump Vertical Multi Stage|000000000001141373
833|WEIR FLOWAY,10JKM 4 STAGE,VTP Pump Vertical Multi Stage|000000000001163863
834|IMO Industries,EBH8LH-462 Screw Pump Pump screw|000000000001165568
835|IMO Industries,GLH8LXDT-462 Screw Pump Pump screw|000000000001169269
836|VIKING,Q124A,4X4 Pump gear|000000000001176354
837|AURORA,481BF,5-481-11C PUMP Pump Horiz Btwen Bearing|000000000001179744
838|FLOWAY,14DKH PUMP Pump Vertical|000000000001184842
839|NATIONAL OILWELL,350Q-5M Pump Reciprocating|000000000001185112
840|Gorman-Rupp,U3A60S-B,3"X3", SELF PRIMING Pump Horizontal|000000000001185717
841|CLYDE UNION PUMP,QD200,2.625X4.250 Pump Reciprocating|000000000001185802
842|WHEATLEY, HP200-AM (217Q-4M) Pump Reciprocating|000000000001185806
843|GOULDS,JC,3X4-11 Pump Horizontal|000000000001185905
844|National Pump J11MC - 14 stage Pump Vertical Multi Stage|000000000001189052
845|PUMP:NATIONAL OILWELL,430T-7H Pump Reciprocating|000000000001189204
846|GOULDS,3410,L,6X8-22 Pump Horiz Btwen Bearing|000000000001190355
847|NATIONAL OILWELL,110Q-3M Pump Reciprocating|000000000001195884
848|SUMMIT PUMP,2196,MTO,4X6-10 Pump Horizontal|000000000001199930
849|PEERLESS,8196,MTP, 4X6-10 Pump Horizontal|000000000001199931
850|GRUNDFOS, CRN45-7-2,MULTI-STAGE,IN-LINE Pump Vertical Multi Stage|000000000001205386
851|FLOWAY,8 LKL PUMP Pump Vertical Multi Stage|000000000001206671
852|FLOWAY,VTP,8L15 PUMP Pump Vertical|000000000001206778
853|GORMAN-RUPP,MAAH 8X6,FW PUMP Pump Horiz Btwen Bearing|000000000001207081
854|MOYNO 4G065G1 CDQ 3DBCK Pump Progressive Cavity|000000000001207111
855|DURCO,MKIII,3K,8X6-14ARV Pump Horizontal|000000000001208016
856|DURCO,MKIII,1K,3X1.5-82RV Pump Horizontal|000000000001208018
857|MOYNO 4H115G1 CDQ 3AACK Pump Progressive Cavity|000000000001208054
858|SULZER BINGHAM,MSD,3X4X8.25 Pump Horizontal  Multi Stage|000000000001208635
859|SUMMIT PUMP, 1SPJ175 Pump Progressive Cavity|000000000001210003
860|INNOMAG, TB-MAG Pump Pump Horizontal|000000000001210046
861|Gorman-Rupp,03C51-B,3X3 Pump Horizontal|000000000001211427
862|LEISTRITZ,L4MG 164/90 Pump screw|000000000001211455
863|FORUM, MUD HOG 4X3-13 PUMP Pump Horizontal|000000000001211493
864|FLOWSERVE, 08EJY/0EJH-12 Pump Vertical|000000000001216952
865|VIKING,SGN40519GOV Pump gear|000000000001216965
866|SULZER,OHH,10x12x21.1 Pump Horizontal|000000000001217453
867|MOYNO 2LL8 CDF PUMP Pump Progressive Cavity|000000000001218341
868|FLOWAY,13XKH PUMP Pump Vertical|000000000001218690
869|INGERSOLL RAND, 6X8X15 Pump Horizontal|000000000001218868
870|GOULDS,VIC-T,16BLC-1STAGE Pump Vertical|000000000001218935
871|GRUNDFOS MPC E 3CRE10-04 PUMP Pump Vertical|000000000001218968
872|GOULDS,3196,I-FRAME,8X10-13 Pump Horizontal|000000000001218981
873|PUMP:SULZER,OHH,4X6X14 Pump Horizontal|000000000001219492
874|GRUNDFOS, CRN45-3-2,MULTI-STAGE,IN-LINE Pump Vertical Multi Stage|000000000001220329
875|LEISTRITZ,L4MK 280/145 AHKRO-G Pump screw|000000000001220427
876|NATIONAL OILWELL,350Q-5M Pump Reciprocating|000000000001220940
877|GRUNDFOS, CRN45-5-1,VERTICAL MULTI-STAGE Pump Vertical Multi Stage|000000000001227996
878|AMERICAN,C114-119-100 Pumping Unit|000000000001033250
879|LUFKIN,C640-365-144 Pumping Unit|000000000001035524
880|LUFKIN,C456-305-168 Pumping Unit|000000000001035525
881|LUFKIN,C912-365-168 Pumping Unit|000000000001035526
882|LUFKIN,C40-76-48 Pumping Unit|000000000001035527
883|LUFKIN,C912-305-168 Pumping Unit|000000000001035528
884|LUFKIN,C40-89-42 Pumping Unit|000000000001035529
885|LUFKIN,C228-213-120 Pumping Unit|000000000001035530
886|LUFKIN,C320-256-100 Pumping Unit|000000000001035531
887|LUFKIN,C456-256-100 Pumping Unit|000000000001035532
888|LUFKIN,C40-76-42 Pumping Unit|000000000001035533
889|LUFKIN,C40-89-36 Pumping Unit|000000000001035534
890|LUFKIN,A640D-305-168(OLD640-168-33.5) PUNIT air balanced|000000000001035537
891|LUFKIN,AIR BALANCE,A228D-173-100 PUNIT air balanced|000000000001035538
892|LUFKIN,AIR BALANCE,A456D-305-144 PUNIT air balanced|000000000001035541
893|LACY,AIR BALANCE,A456-320-100 PUNIT air balanced|000000000001035542
894|LUFKIN,AIR BALANCE,A320D-305-100 PUNIT air balanced|000000000001035544
895|LUFKIN,AIR BALANCE,A320D-256-120 PUNIT air balanced|000000000001035546
896|LUFKIN,C456-305-144 Pumping Unit|000000000001035550
897|AMERICAN,C228-173-100 Pumping Unit|000000000001035714
898|LUFKIN,AIR BALANCE,A640D-427-144 PUNIT air balanced|000000000001036580
899|LUFKIN,AIR BALANCE,A640D-305-144 PUNIT air balanced|000000000001036581
900|LUFKIN,AIR BALANCE,A640D-365-120 PUNIT air balanced|000000000001036582
901|LUFKIN,AIR BALANCE,A228D-246-86 PUNIT air balanced|000000000001036583
902|LUFKIN,AIR BALANCE,A456D-256-120 PUNIT air balanced|000000000001036588
903|LUFKIN,AIR BALANCE,A2560-470-240 PUNIT air balanced|000000000001036629
904|LUFKIN,AIR BALANCE,A1824D-427-192 PUNIT air balanced|000000000001036630
905|LUFKIN,A1824-470-240(OLDA1824-240-47) PUNIT air balanced|000000000001036631
906|LUFKIN,AIR BALANCE,A1824D-427-216 PUNIT air balanced|000000000001036632
907|LACY,AIR BALANCE,A160-200-64 PUNIT air balanced|000000000001036633
908|LUFKIN,A1280D-427-192(OLDA1280-192-42) PUNIT air balanced|000000000001036634
909|LUFKIN,AIR BALANCE,A912-470-240 PUNIT air balanced|000000000001036635
910|LUFKIN,AIR BALANCE,A912D-427-216 PUNIT air balanced|000000000001036636
911|LUFKIN,AIR BALANCE,A912D-427-144 PUNIT air balanced|000000000001036638
912|LUFKIN,AIR BALANCE,A912D-305-168 PUNIT air balanced|000000000001036639
913|LUFKIN,AIR BALANCE,A160-200-74 PUNIT air balanced|000000000001036641
914|LUFKIN,AIR BALANCE,A114D-173-64 PUNIT air balanced|000000000001036642
915|LUFKIN,AIR BALANCE,A1280-427-216 PUNIT air balanced|000000000001036643
916|LUFKIN,AIR BALANCE,A1280D-305-168 PUNIT air balanced|000000000001036644
917|LUFKIN,MKII,M912-305-216 Pumping Unit|000000000001036651
918|LUFKIN,MKII,M912-365-144 Pumping Unit|000000000001036652
919|LUFKIN,MKII,M912-305-144 Pumping Unit|000000000001036653
920|LUFKIN,MKII,M1280-427-192 Pumping Unit|000000000001036654
921|LUFKIN,MKII,M640-305-120 Pumping Unit|000000000001036655
922|LUFKIN,MKII,M456-305-144 Pumping Unit|000000000001036656
923|LUFKIN,C912-305-240 Pumping Unit|000000000001036722
924|LUFKIN,C1280-427-192 Pumping Unit|000000000001036723
925|LUFKIN,C80-119-54 Pumping Unit|000000000001036725
926|LUFKIN,C80-133-48 Pumping Unit|000000000001036726
927|LUFKIN,C80-109-48 Pumping Unit|000000000001036727
928|LUFKIN,C57-109-48 Pumping Unit|000000000001036730
929|LUFKIN,C57-95-48 Pumping Unit|000000000001036731
930|LUFKIN,C57-89-42 Pumping Unit|000000000001036733
931|LUFKIN,C57-76-42 Pumping Unit|000000000001036734
932|CHURCHILL,B50-89-54 Pumping Unit|000000000001036743
933|LUFKIN,C228-119-144 Pumping Unit|000000000001036798
934|LUFKIN,C80-119-64 Pumping Unit|000000000001038168
935|LUFKIN,C114-119-86 Pumping Unit|000000000001038169
936|LUFKIN,C114-143-74 Pumping Unit|000000000001038173
937|LUFKIN,C160-173-100 Pumping Unit|000000000001038175
938|LUFKIN,C456-256-120 Pumping Unit|000000000001038176
939|LUFKIN,C160-173-74 Pumping Unit|000000000001038217
940|LUFKIN,C228-173-74 Pumping Unit|000000000001038222
941|AMERICAN,C912-365-168 Pumping Unit|000000000001038343
942|AMERICAN,C228-143-120 Pumping Unit|000000000001038477
943|AMERICAN,C320-256-120 Pumping Unit|000000000001038478
944|AMERICAN,C160-119-120 Pumping Unit|000000000001038481
945|AMERICAN,C456-253-144 Pumping Unit|000000000001038583
946|AMERICAN,C456-256-144 Pumping Unit|000000000001038585
947|AMERICAN,C456-365-120 Pumping Unit|000000000001038587
948|AMERICAN,C160-119-144 Pumping Unit|000000000001038588
949|AMERICAN,C160-143-120 Pumping Unit|000000000001038589
950|AMERICAN,C228-119-144 Pumping Unit|000000000001038592
951|AMERICAN,C228-213-100 Pumping Unit|000000000001038593
952|AMERICAN,C320-256-144 Pumping Unit|000000000001038595
953|AMERICAN,C320-305-100 Pumping Unit|000000000001038596
954|AMERICAN,C456-256-120 Pumping Unit|000000000001038597
955|AMERICAN,C456-305-120 Pumping Unit|000000000001038598
956|AMERICAN,C456-305-144 Pumping Unit|000000000001038599
957|AMERICAN,C640-305-144 Pumping Unit|000000000001038600
958|AMERICAN,C640-365-144 Pumping Unit|000000000001038601
959|AMERICAN,C912-305-168 Pumping Unit|000000000001038602
960|AMERICAN,C320-213-144 Pumping Unit|000000000001038604
961|AMERICAN,C320-119-144 Pumping Unit|000000000001038605
962|AMERICAN,C160-119-100 Pumping Unit|000000000001038616
963|AMERICAN,C160-173-100 Pumping Unit|000000000001038617
964|AMERICAN,C320-256-100 Pumping Unit|000000000001038622
965|LUFKIN,C114-119-64 Pumping Unit|000000000001038628
966|LUFKIN,C320-213-120 Pumping Unit|000000000001038630
967|LUFKIN,C228-213-86 Pumping Unit|000000000001038631
968|LUFKIN,C640-305-168 Pumping Unit|000000000001038632
969|LUFKIN,C228-213-100 Pumping Unit|000000000001038633
970|LUFKIN,C320-256-120 Pumping Unit|000000000001038634
971|LUFKIN,C320-256-144 Pumping Unit|000000000001038635
972|AMERICAN,C640-305-168 Pumping Unit|000000000001039612
973|LUFKIN,C57-70-54 Pumping Unit|000000000001039676
974|LUFKIN,C40-62-54 Pumping Unit|000000000001039677
975|LUFKIN,C25-56-28 Pumping Unit|000000000001039678
976|LUFKIN,C228-165-100 Pumping Unit|000000000001039679
977|LUFKIN,C25-60-28 Pumping Unit|000000000001039680
978|LUFKIN,C228-144-120 Pumping Unit|000000000001039681
979|LUFKIN,C40-76-34 Pumping Unit|000000000001039692
980|LUFKIN,C16-50-30 Pumping Unit|000000000001039693
981|LUFKIN,C228-143-120 Pumping Unit|000000000001039694
982|LUFKIN,C25-97-28 Pumping Unit|000000000001039695
983|LUFKIN,C40-80-28 Pumping Unit|000000000001039696
984|CHURCHILL,B40-76-48 Pumping Unit|000000000001039704
985|LUFKIN,C40-80-34 Pumping Unit|000000000001039705
986|LUFKIN,C25-60-24 - [OLD TYPE] Pumping Unit|000000000001039706
987|LUFKIN,C114-135-48,TC-44-15A-114D Pumping Unit|000000000001039707
988|LUFKIN,C25-75-28 - [OLD TYPE] Pumping Unit|000000000001039709
989|LUFKIN,C114-140-48 Pumping Unit|000000000001039710
990|CHURCHILL,C57-76-54 Pumping Unit|000000000001039711
991|JENSEN,C40-76-43 Pumping Unit|000000000001039802
992|JENSEN,C57-76-54,57A76R54 Pumping Unit|000000000001039868
993|JENSEN,C114-119-86,114A119R86 Pumping Unit|000000000001039869
994|JENSEN,C114-143-64,114A143R64 Pumping Unit|000000000001039870
995|AMPSCOT,C114-119-86 Pumping Unit|000000000001039939
996|AMPSCOT,C114-143-86 Pumping Unit|000000000001039940
997|AMPSCOT,C114-143-64 Pumping Unit|000000000001039941
998|AMPSCOT,C160-173-86 Pumping Unit|000000000001039942
999|LUFKIN,C160-143-74 Pumping Unit|000000000001040000
1000|LUFKIN,C57-100-42 Pumping Unit|000000000001040001
1001|LUFKIN,MKII,M114-143-86 Pumping Unit|000000000001040029
1002|DARCO,C228-173-120 Pumping Unit|000000000001040076
1003|NATIONAL,C160-173C-86,F-160-173C-86 Pumping Unit|000000000001040098
1004|DARCO,C228-185-144 Pumping Unit|000000000001040099
1005|CHURCHILL,C114-119-86 Pumping Unit|000000000001040100
1006|CHURCHILL,C228-119-144 Pumping Unit|000000000001040101
1007|LUFKIN,C320-213-144 Pumping Unit|000000000001040102
1008|AMPSCOT,C456-305-168 Pumping Unit|000000000001040104
1009|SENTINEL,C160-173-100 Pumping Unit|000000000001040107
1010|LUFKIN,C114-119-120 Pumping Unit|000000000001040108
1011|AMERICAN,C160-143-100 Pumping Unit|000000000001040109
1012|AMPSCOT,C114-173-86 Pumping Unit|000000000001040110
1013|LUFKIN,C456-253-144 Pumping Unit|000000000001040111
1014|OILWELL,C80-119-54 Pumping Unit|000000000001040177
1015|CHURCHILL,C80-76-74 Pumping Unit|000000000001040178
1016|NATIONAL,C114-143C-74,F-114-143C-74 Pumping Unit|000000000001040179
1017|LUFKIN,C160-119-100 Pumping Unit|000000000001040180
1018|LUFKIN,C160-165-100 Pumping Unit|000000000001040182
1019|LUFKIN,C320-119-144 Pumping Unit|000000000001040183
1020|LUFKIN,C228-213-144 Pumping Unit|000000000001040185
1021|CHURCHILL,C228-173-100 Pumping Unit|000000000001040186
1022|CHURCHILL,C456-305-168 Pumping Unit|000000000001040189
1023|AMPSCOT,C160-173-100 Pumping Unit|000000000001040190
1024|LUFKIN,C25-67-36 Pumping Unit|000000000001040272
1025|CHURCHILL,C80-119-64 Pumping Unit|000000000001040280
1026|CHURCHILL,B57-76-54 Pumping Unit|000000000001040281
1027|JENSEN,C40-76-46 Pumping Unit|000000000001040357
1028|AMERICAN,C456-305-168 Pumping Unit|000000000001040434
